,osmanlica,turkce
1035,آذرگون,Âzergûn
1036,آذركیش,Âzerkîş
1037,اذنالحمار,Üznü'l    Himâr
1038,آذينه,Âzîne
1039,آر,Âr
1040,آرا,Ârâ
1041,آراء,Ârâ
1042,آراء,İrâ
1043,ارائة,İrâe
1044,ارابة,İrâbe
1045,ارابه,Arâba
1046,اراحة,İrâha
1047,اراجیف,Erâcîf
1048,ارادة,İrâde
1049,ارادی,İrâdî
1050,اراذل,Erâzil
1051,ارارسه,Erârese
1052,آراستگی,Ârâstegî
1053,آراسته,Ârâste
1054,اراضة,İrâda
1055,اراضی,Arâzî
1056,اراضیٔ,Arâzi    iEmîriyye
1057,اراضئخراجيه,Arâzi    iHarâciyye
1058,اراضئعشريه,Arâzi    iÖşriyye
1059,اراضئمتروكه,Arâzi    iMetruke
1060,اراضئمملوكه,Arâzi    iMemlûke
1061,اراضئموات,Arâzi    iMevât
1062,اراضئموقوفه,Arâzi    iMevkûfe
1063,اراغيه,İrâğa
1064,اراقة,İrâka
1065,اراقم,Erakım
1066,اراكین,Erâkîn
1067,ارام,Erâm
1068,آرامگاه,Ârâmgâh
1069,ارامل,Erâmil
1070,ارمله,Erâmile
1071,ارامی,Ârâmî
1072,آرامیده,Ârâmîde
1073,ارايش,Ârâyiş
1074,آراييده,Ârâyîde
1075,آراينده,Ârâyende
1076,ارب,İrb
1077,ارب,Urb
1078,ارب,Erb
1079,ارباء,İrbâ
1080,ارباب,Erbâb
1081,ارباب,İrbâb
1082,ارباخ,İrbâh
1083,ارباش,İrbâş
1084,ارباع,İrbâ'
1085,اربان,Urbân
1086,اربة,Urbe
1087,اربع,Erba'a
1088,اربعاء,Erbi'â
1089,اربعاء,Erbu'â
1090,اربعة,Erba'a
1091,اربعون,Erba'ûn
1092,اربعين,Erba'în
1093,ارتاء,İrtâ
1094,ارتاب,İrtâb
1095,ارتاج,İrtâc
1096,ارتاع,İrtâ'
1097,ارتام,İrtâm
1098,اربطة,Erbita
1099,ارتباب,İrtibâb
1100,ارتباط,İrtibât
1101,ارتباع,İrtibâ'
1102,ارتباه,İrtibâh
1103,ارتتاق,İrtitâk
1104,ارتثاء,İrtisâ
1105,ارتثاد,İrtisâd
1106,ارتجاء,İrticâ
1107,ارتجاج,İrticâc
1108,ارتجاز,İrticâz
1109,ارتجاس,İrticâs
1110,ارتجاع,İrticâ'
1111,ارتجاف,İrticâf
1112,ارنتجال,İrticâl
1113,ارتجام,İrticâm
1114,ارتجان,İrticân
1115,ارتخاض,İrtihâd
1116,ارتحال,İrtihâl
1117,ارتخاش,İrtihâş
1118,ارتخاض,İrtihâs
1119,ارتداء,İrtidâ
1120,ارتداد,İrtidâd
1121,ارتداع,İrtidâ'
1122,ارتداف,İrtidâf
1123,ارتدان,İrtidân
1124,ارتزاء,İrtizâ
1125,ارتزاق,İrtizâk
1126,ارتساس,İrtisâs
1127,ارتسام,İrtisâm
1128,ارتشاء,İrtişâ
1129,ارتشاح,İrtişâh
1130,ارتشاف,İrtişâf
1131,ارتصاع,İrtisâ'
1132,ارتضاء,İrtizâ'
1133,ارتضاح,İrtidâh
1134,ارتضاع,İrtidâ'
1135,ارتطام,İrtitâm
1136,ارتعاء,İrtiâ'
1137,ارتعاب,İrti'âb
1138,ارتعاج,İrti'âc
1139,ارتعاد,İrti'âd
1140,ارتعاس,İrti'âs
1141,ارتعاص,İrti'âs
1142,ارتعاف,İrti'âf
1143,ارتغاب,İrtiğâb
1144,ارتفاد,İrtifâd
1145,ارتفاص,İrtifâs
1146,ارتفاع,İrtifâ'
1147,ارتفاق,İrtifâk
1148,ارتفاقعانه,İrtifâk    ıÂne
1149,ارتقاء,İrtikâ
1150,ارتقاب,İrtikâb
1151,ارتقاش,İrtikâş
1152,ارتقاع,İrtikâ'
1153,ارتكاب,İrtikâb
1154,ارتكاز,İrtikâz
1155,ارتكاس,İrtikâs
1156,ارتكاض,İrtikâz
1157,ارتكاك,İrtikâk
1158,ارتكام,İrtikâm
1159,ارتماء,İrtimâ
1160,ارتماز,İrtimâz
1161,ارتماس,İrtimâs
1162,ارتماض,İrtimâz
1163,ارتواء,İrtivâ
1164,ارتواح,İrtivâh
1165,ارتهاء,İrtihâ
1166,ارتهاش,İrtihâş
1167,ارتهاط,İrtihâd
1168,ارتهان,İrtihân
1169,ارتياب,İrtiyâb
1170,ارتياح,İrtiyâh
1171,ارتياض,İrtiyâd
1172,ارتياع,İrtiyâ'
1173,ارث,Eris
1174,ارثاث,İrsâs
1175,ارثی,İrsî
1176,ارجاء,Ercâ
1177,ارجاء,İrcâ
1178,ارجاع,İrcâ'
1179,ارجاف,İrcâf
1180,ارجال,İrcâl
1181,ارجوجه,Urcûce
1182,ارجح,Erceh
1183,ارجمند,Aracmend
1184,ارجوان,Ercuvân
1185,ارجوانی,Ercuvânî
1186,ارحاب,İrhâb
1187,ارحام,Erhâm
1188,ارخاء,İrhâ
1189,ارخاص,İrhâs
1190,ارخص,Erhas
1191,ارحم,Erham
1192,ارحميارب,İrhamYaRab
1193,ارداف,İrdâf
1194,اردب,Erdeb
1195,ارديه,Erdiye
1196,ارذال,Erzâl
1197,اردشیر,Erdişîr
1198,ارذاء,İrzâ
1199,ارذل,Erzel
1200,ارز,Erez
1201,ارز,Erezz
1202,ارزاق,Erzâk
1203,ارزان,Erzân
1204,ارزانی,Erzânî
1205,ارزن,Erzen
1206,ارزنین,Erzenîn
1207,آرزو,Ârzu
1208,آرزوكش,Ârzukeş
1209,آرزومند,Ârzumend
1210,ارژنك,Erjenk
1211,ارساء,İrsâ
1212,ارساخ,İrsâh
1213,ارسال,İrsâl
1214,آرسته,Ârâste
1215,ارسیالله,Ersallah
1216,ارش,Ereş
1217,آرش,Âreş
1218,ارشاء,İrşâ
1219,ارشاد,İrşâd
1220,ارشاف,İrşâf
1221,ارشاق,İrşâk
1222,ارشح,Erşah
1223,ارشد,Erşed
1224,ارصاء,İrsâ
1225,ارصاد,İrsâd
1226,ارصاع,İrsâ'
1227,ارصان,İrsân
1228,ارض,Arz
1229,ارضاء,İrzâ
1230,ارضات,Arazât
1231,ارضاع,İrdâ'
1232,ارضاك,İrdâk
1233,ارضه,Arda
1234,ارضيه,Arziyye
1235,ارضی,Arzî
1236,ارطاط,İrtât
1237,ارطاء,İrtâ'
1238,ارعاء,İr'âa
1239,ارعاء,İr'â
1240,ارعاد,İr'âd
1241,ارعاش,İr'âş
1242,ارعاص,İr'âs
1243,ارعوة,Uruvvet
1244,ارغاب,İrğâb
1245,ارغاف,İrğâf
1246,ارغام,İrğâm
1247,ارغان,İrğân
1248,ارغب,Erğab
1249,ارغوان,Erguvân
1250,ارغوانی,Erguvânî
1251,ارفاء,İrfâ
1252,ارفاث,İrfâs
1253,ارفاد,Irfâd
1254,ارفاش,İrfâş
1255,ارفاق,Erfâk
1256,ارفاق,İrfâk
1257,ارفال,İrfâl
1258,ارفاه,Irfâh
1259,ارفتات,İrfitât
1260,ارفع,Erfe'
1261,ارفق,Erfak
1262,ارفل,Erfel
1263,ارق,Erakk
1264,ارقاق,Erkâk
1265,ارقاء,İrkâ
1266,ارقاب,İrkâb
1267,ارقاد,İrkâd
1268,ارقاع,İrkâ'
1269,ارقاق,İrkâk
1270,ارقال,İrkâl
1271,ارقام,Erkâm
1272,ارقامعشره,Erkâm    ıAşere
1273,اركاء,İrkâ
1274,اركاب,İrkâb
1275,اركاح,İrkâh
1276,اركاز,İrkâz
1277,اركاس,İrkâs
1278,اركان,Erkân
1279,اركانحرب,Erkân    ıHarb
1280,اركاندولت,Erkân    ıDevlet
1281,ارله,Urle
1282,ارماء,İrmâ
1283,ارماح,Ermâh
1284,ارماد,İrmâd
1285,ارمش,Ermeş
1286,ارمال,İrmâl
1287,ارمغان,Armağân
1288,ارمل,Ermel
1289,ارنب,Erneb
1290,ارواء,İrvâ
1291,ارواح,Ervâh
1292,ارواد,İrvâd
1293,اروز,Arûz
1294,اروض,Urûz
1295,اروغ,Arûğ
1296,اروغزن,Arûğzen
1297,اروم,Urûm
1298,اره,Erra
1299,ارهخانه,Errahâne
1300,ارهاء,İrhâ
1301,ارهاب,İrhâb
1302,ارهاص,İrhâs
1303,ارهاصان,İrhâsân
1304,ارهاف,İrhâf
1305,ارهاق,İrhâk
1306,ارهان,İrhân
1307,ارهكش,Errakeş
1308,ارياح,Eryâh
1309,اريب,Erîb
1310,اريس,Erîs
1311,اريكه,Erîke
1312,اريكهنشین,Erîkenişîn
1313,از,Ez
1314,ازاء,İzâ
1315,ازاخه,İzâha
1316,آزاد,Âzâd
1317,ازادگی,Âzâdegî
1318,آزاده,Âzâde
1319,آزادهدل,Âzadedil
1320,آزادی,Âzâdî
1321,ازار,İzâr
1322,آزار,Âzâr
1323,آزارديده,Âzârdîde
1324,آزاررسان,Âzârrasân
1325,آزاررسيده,Âzâresîde
1326,آزارش,Âzâriş
1327,آزارمند,Âzârmend
1328,آزارنده,Âzârende
1329,آزاری,Âzârî
1330,ازارة,İzâra
1331,ازاعة,İzâ'a
1332,آزال,Âzâl
1333,ازالة,İzâle
1334,ازاهير,Ezâhîr
1335,ازبار,İzbâr
1336,ازبر,Ezber
1337,ازجاء,İzcâ
1338,ازحاف,İzhâf
1339,ازحال,İzhâl
1340,ازدجار,İzdicâr
1341,ازدحام,İzdihâm
1342,ازدراء,İzdirâ
1343,ازدراد,İzdirâd
1344,آزدراع,İzdirâ'
1345,ازدفاف,İzdifâf
1346,ازدمام,İzdimâm
1347,ازدهاد,İzdihâm
1348,ازدواج,İzdivâc
1349,ازدهار,İzdihâr
1350,ازدپات,İzdiyât
1351,ازدياد,İzdiyâd
1352,ازديار,İzdiyâr
1353,ازديال,İzdiyâl
1354,ازديان,İzdiyân
1355,ازتر,Ezer
1356,ازر,İzr
1357,آزر,Âzer
1358,ازراء,İzrâ
1359,ازراع,İzrâ'
1360,ازرار,Ezrâr
1361,آزرازالحميه,Ezrâr    ıLahmiyye
1362,آزردگی,Âzurdegî
1363,آزرده,Âzürde
1364,آزرق,Ezrak
1365,آزرگون,Âzergûn
1366,آزرم,Âzeram
1367,ازعاج,İz'âc
1368,ازعاف,İz'âf
1369,ازعر,Ez'ar
1370,ازفاء,İzfâ
1371,ازفاف,İzfâf
1372,ازقة,Ezikka
1373,ازكاء,İzkâ
1374,ازكام,İzkâm
1375,ازكان,İzkân
1376,ازكی,Ezkâ
1377,ازكیاء,Ezkiyâ
1378,ازل,Ezel
1379,ازلاع,İzlâ'
1380,ازلاق,İzlâk
1381,ازلال,İzlâl
1382,ازلام,Ezlâm
1383,ازلی,Ezelî
1384,ازليت,Ezeliyyet
1385,ازما,Âzmâ
1386,ازماع,İzmâ'
1387,ازماعمرضی,İzmâ    ıMarazî
1388,ازمان,Ezmân
1389,ازمان,İzmân
1390,ازمايش,Âzmâyiş
1391,ازمع,Ezma'
1392,ازمله,Ezmele
1393,ازمنه,Ezmine
1394,ازمودگی,Âzmûdegî
1395,ازموده,Âzmûde
1396,ازمه,Ezimme
1397,ازمهرار,İzmihrâr
1398,ازناء,İznâ
1399,ازناد,İznâd
1400,ازناق,İznâk
1401,ازو,Ezv
1402,ازواء,İzvâ
1403,ازواج,Ezvâc
1404,ازورار,İzvirâr
1405,ازهاء,İzhâ
1406,ازهاد,İzhâd
1407,ازهار,Ezhâr
1408,ازهار,İzhâr
1409,ازهاف,İzhâf
1410,ازهاق,İzhâk
1411,ازهر,Ezher
1412,ازهران,Ezherân
1413,ازی,Âzy
1414,ازيان,İzyân
1415,ازيد,Ezyed
1416,ازماند,Âzmânud
1417,ازمون,Âzmûn
1418,آزیر,Âzîr
1419,ازیرا,Âzîrâ
1420,ازینش,Ezîneş
1421,ازكهن,Ezkehen
1422,اژدر,Ejder
1423,اژدها,Ejdeha
1424,اژند,Ejned
1425,آس,Âs
1426,اس,Üss
1427,اسا,Âsâ
1428,اسابیع,Esâbî'
1429,اساتيذ,Esâtîz
1430,اساتذه,Esâtize
1431,اساجیع,Esâcî'
1432,آساد,Âsâd
1433,اساده,İsâde
1434,اساری,Usârâ
1435,اساری,Usârî
1436,اساره,İsâra
1437,اسارير,Esârir
1438,اساريع,Esârî'
1439,اساس,Esâs
1440,اساسه,İsâse
1441,اساطير,Esâtîr
1442,اساطين,Esâtîn
1443,اساعة,İsâ'a
1444,اساغة,İsâğa
1445,اسافة,Esâfe
1446,اسافیل,Esâfîl
1447,اساقة,İsâka
1448,اسالة,İsâle
1449,اسالیب,Esâlîb
1450,اسئام,İsâm
1451,اسامة,İsâme
1452,اساورة,Esâvira
1453,اسامی,Esâmî
1454,اسان,Âsân
1455,اسانی,Âsânî
1456,اسانید,Esânîd
1457,اسائة,İsâe
1458,اسايده,Esâyide
1459,اسايش,Âsâyiş
1460,اسب,İsb
1461,اسب,Esb
1462,اسباء,İsbâ
1463,اسباب,Esbâb
1464,اسباح,İsbâh
1465,اسباط,Esbâd
1466,اسباط,İsbâd
1467,اسباع,İsbâğ
1468,اسباق,Esbâk
1469,اسبال,İsbâl
1470,اسبابتملك,Esbâb    ıTemellük
1471,اسبابحكم,Esbâb    ıHükm
1472,اسبابسقوطيه,Esbâb    ıSukûtiyye
1473,اسبان,İsbân
1474,اسبق,Esbak
1475,اسبوع,Usbû'
1476,اسبش,Usbüş
1477,استاء,İstâ
1478,استاذ,Üstâz
1479,استاده,İstâde
1480,استار,Estâr
1481,استاره,İstâra
1482,استان,Âsitân
1483,استباحه,İstibâha
1484,استبار,İstibâr
1485,استباعة,İstibâ'a
1486,استباق,İstibâk
1487,استبانة,İstibâne
1488,استيثاث,İstîsâs
1489,استیحاث,İstibhâs
1490,استبحار,İstibhâr
1491,استبداد,İstibdâd
1492,استبداع,İstibdâ'
1493,استبلدال,İstibdâl
1494,استبراء,İstibrâ
1495,استبرار,İstibrâr
1496,استبرق,İstebrak
1497,استبشار,İstibşâr
1498,اسبافكن,EsbiUfken
1499,استبصار,İstibsâr
1500,استبطاء,İstibtâ
1501,استبطان,Istibdân
1502,استبعاد,İstib'âd
1503,استبعال,İstib'âl
1504,استبغاء,İstibğâ
1505,استبغال,İstibğâl
1506,استيقاء,İstibkâ
1507,استبكاء,İstibkâ
1508,استبهاج,İstibhâc
1509,استبهال,İstibhâl
1510,استبهام,İstibhâm
1511,استتابة,İstitâbe
1512,استتار,İstitâr
1513,استتارة,İstitâra
1514,استتباع,İstitbâ'
1515,استتمام,İstitmâm
1516,استثابة,İstisâbe
1517,استثاره,Istişâre
1518,استثبات,İstisbât
1519,استثماد,İstismâd
1520,استثقال,İstiskâl
1521,استثناء,İstisnâ
1522,استثنائ,İstisnâî
1523,استجابة,İsticâbe
1524,اسبتاز,Esbtâz
1525,استجبار,İsticbâr
1526,استجاده,İsticâde
1527,استجاره,İsticâra
1528,استجازه,İsticâze
1529,استجداد,İsticdâd
1530,استجلاب,İsticlâb
1531,استجناب,İsticnâb
1532,استجواب,İsticvâb
1533,استجوابنامه,İsticvâbnâme
1534,استجهال,İstichâl
1535,استحاء,İstihâ
1536,استحاثة,İstihâse
1537,استحارة,İstihâra
1538,استحاضة,İstihâze
1539,استحالة,İstihâle
1540,استحباب,İstihbâb
1541,استحجاب,İstihcâb
1542,استحداث,İstihdâs
1543,استخالئرديه,İstihâle    iRadiyye
1544,استحسان,İstihsân
1545,استحصاد,İstihsâd
1546,استحصال,İstihsâl
1547,استحصان,İstihsân
1548,استحضار,İstihdâr
1549,استحفاظ,İstihfâz
1550,استحقار,İstihkâr
1551,استحقاق,İstihkâk
1552,استحقان,İstihkân
1553,استحكام,İstihkâm
1554,استحِكامات,İstihkâmât
1555,استحلاب,İstihlâb
1556,استحلال,İstihlâl
1557,استحماق,İstihmâk
1558,استحمال,İstihmâl
1559,استحمام,İstihmâm
1560,استحواذ,İstihvâz
1561,استحناذ,İstihnâz
1562,استحياء,İstihyâ
1563,استحيائ,İstihyâî
1564,استخاره,İstihâre
1565,استخبار,İstihbâr
1566,استخدام,İstihdâm
1567,استخراج,İstihrâc
1568,استخفاء,İstihfâ
1569,استخفاف,İstihfâf
1570,استخلاب,İstihlâb
1571,استخلاص,İstihlâs
1572,استخلاف,İstihlâf
1573,استخوان,Üstuhvân
1574,استداء,İstidâ
1575,استداد,İstidâd
1576,استدارة,İstidâra
1577,استدامة,İstidâme
1578,استدانة,İstidâne
1579,استدبار,İstidbâr
1580,استدراج,İstidrâc
1581,استدراك,İstidrâk
1582,استدعاء,İstid'â
1583,استدقاق,İstidkâk
1584,استدماء,İstidmâ
1585,استدلال,İstidlâl
1586,استدكار,İstizkâr
1587,استذلال,İstizlâl
1588,استذمام,İstizmâm
1589,استدهان,İstizhân
1590,استر,Ester
1591,استرابه,İstirâbe
1592,استراحة,İstirâha
1593,استراضه,İstirâda
1594,استراق,İstirâk
1595,استرجاء,İstircâ
1596,استرجاع,İstircâ'
1597,استرحام,İstirhâm
1598,استرخاء,İstirhâ
1599,استرخاص,İstirhâs
1600,استرداد,İstirdâd
1601,استرداف,İstirdâf
1602,استرذال,İstirzâl
1603,استرذاق,İstirzâk
1604,استرشاء,İstirşâ
1605,استرشاد,İstirşâd
1606,استرعاء,İstir'â
1607,استرفاه,İstirfâh
1608,استرفاد,İstirfâd
1609,استرفاع,İstirfâ'
1610,استرقاق,İstirkâk
1611,استركاك,İstirkâk
1612,استرواح,İstirvâh
1613,استرهاب,İstirhâb
1614,استرهان,İstirhân
1615,استزاده,İstizâde
1616,استزاره,İstizâra
1617,استزلال,İstizlâl
1618,استسخار,İstishâr
1619,استسداد,İstisdâd
1620,استسرار,İstisrâr
1621,استسعاء,İstis'â
1622,استسعاد,İstis'âd
1623,استسفاد,İstisfâd
1624,استسقاء,İstiskâ
1625,استسقاءزقی,İstiska    yıZıkkî
1626,استسلال,İstislâl
1627,استسلام,İstislâm
1628,استسمان,İstismân
1629,استسناد,İstisnâd
1630,استسنان,İstisnân
1631,استسهال,İstishâl
1632,استسئال,İstisâl
1633,استشارة,İstişâre
1634,استشاطة,İstişâta
1635,استشراء,İstişrâ
1636,اسرشراف,İstişrâf
1637,استشعار,İstiş'âr
1638,استشفاع,İstişfâ'
1639,استشفاف,İstişfâf
1640,استشمام,İstişmâm
1641,استشهاد,İstişhâd
1642,استشهار,İstişhâr
1643,استصحاب,İstishâb
1644,استصحاح,İstishâh
1645,استصعاب,İstis'âb
1646,استصفاء,İstisfâ
1647,استصناع,İstisnâ'
1648,استصلاح,İstislâh
1649,استصماع,İstismâ'
1650,استصواب,İstisvâb
1651,استضائة,İstidâa
1652,استضحاك,İstidhâk
1653,استضعاف,İstid'âf
1654,استضلال,İstidlâl
1655,استطابة,İstidâbe
1656,استطار,İstitâr
1657,اتطاعة,İstidâat
1658,استطافة,İstitâfe
1659,استطاله,İstitâle
1660,استطالة,İstitâle    iSîsâiyye
1661,استطباب,İstitbâb
1662,استطراب,İstidrâb
1663,استطراد,İstidrâd
1664,استطراف,İstitrâf
1665,استطعام,İstit'âm
1666,استطلاع,İstidlâ'
1667,استطلاق,İstidlâk
1668,استظلال,İstizlâl
1669,استظهار,İstizhâr
1670,استعاده,İsti'âde
1671,استعاذه,İsti'âze
1672,استعاره,İsti'âre
1673,استعاضة,İsti'âda
1674,استعانة,İsti'âne
1675,استعباد,İsti'bâd
1676,استعبار,İsti'bâr
1677,استعتاب,İsti'tâb
1678,استعجاب,İsti'câb
1679,استعجال,İsti'câl
1680,استعداء,İsti'dâ
1681,استعداد,İsti'dâd
1682,استعذار,İsti'zâr
1683,استعراب,İsti'râb
1684,استعراق,İsti'râk
1685,استعساب,İsti'sâb
1686,استعسار,İsti'sâr
1687,استعشاء,İsti'şâ
1688,ادتعصاء,İsti'sâ
1689,استعصام,İsti'sâm
1690,استعطاء,İsti'tâ
1691,استعطاف,İsti'tâf
1692,استعظام,İsti'zâm
1693,استعفاء,İsti'fâ
1694,استعفاف,İsti'fâf
1695,استعقاب,İsti'kâb
1696,استعكاف,İsti'kâf
1697,استعكاد,İsti'kâd
1698,استعلاء,İsti'lâ
1699,استعلاج,İsti'lâc
1700,استعلاق,İsti'lâk
1701,استعلام,İsti'lam
1702,استعلان,İsti'lân
1703,استعمار,İsti'mâr
1704,استعمام,İsti'mâm
1705,استعناد,İsti'nâd
1706,استعهاد,İsti'hâd
1707,استغاث,١    İstiğâse
1708,استغراب,İstiğrâb
1709,استغرار,İstiğrâr
1710,استغراق,İstiğrâk
1711,استغشاء,İstiğşâ
1712,استغشاش,İstiğşâş
1713,استغفار,Istiğfâr
1714,استغلاب,İstiğlâb
1715,استغلاق,İstiğlâk
1716,استغلال,İstiğlâl
1717,استغناء,İstiğnâ
1718,استغنام,İstiğnâm
1719,استفاد,İstifâde
1720,استقاضه,İstifâda
1721,استفاقه,İstifâka
1722,استفتاء,İstiftâ
1723,استفتاح,İstiftâh
1724,استقحال,İstifhâl
1725,استفراد,İstifrâd
1726,استفرار,İstifrâr
1727,استفراع,İstifrâ'
1728,استفراع,İstifrâğ
1729,استفساد,İstifsâd
1730,استفسار,İstifsâr
1731,استفضال,İstifdâl
1732,استفلاح,İstiflâh
1733,استفنان,İstifnân
1734,استفهام,İstifhâm
1735,استقاء,İstikâ
1736,استقاته,İstikâte
1737,استقتال,İstiktâl
1738,استقامة,İstikâme
1739,استقباح,İstikbâh
1740,استقبال,İstikbâl
1741,استقدار,İstikdâr
1742,استقدام,İstikdâm
1743,استقراء,İstikrâ
1744,استقرار,İstikrâr
1745,استقراض,İstikrâz
1746,استقسام,İstiksâm
1747,استقصاء,İstiksâ
1748,استقصاص,İstiksâs
1749,استقضاء,İstikzâ
1750,استقطابضيا,İstiktâb    iZiyâ
1751,استقطار,İstiktâr
1752,استقفال,İstikfâl
1753,استقلال,İstiklâl
1754,استقلاليت,İstiklâliyyet
1755,استقواس,İstikvâs
1756,استقياء,İstikyâ
1757,استكاتة,İstikâne
1758,استكتاب,İstiktâb
1759,استكبار,İstikbâr
1760,استكتام,İstiktâm
1761,استكثار,İstiksâr
1762,استكراء,İstikrâ
1763,استكرام,İstikrâm
1764,استكراه,İstikrâh
1765,استكساب,İstiksâb
1766,استكشاق,İstikşâf
1767,استكقاء,İstikfâ
1768,استكفاف,İstikfâf
1769,استكلاء,İstiklâ
1770,استكمال,İstikmâl
1771,استكنان,İstiknân
1772,استلاب,İstilâb
1773,استلال,İstilâl
1774,استلام,İstilâm
1775,استلانه,İstilâne
1776,استلحاق,İstilhâk
1777,استلذاذ,İstilzâz
1778,استلزام,İstilzâm
1779,استلعاب,İstil'âb
1780,استلقاء,İstilkâ
1781,استلماء,İstimâ
1782,استماحه,İstimâha
1783,استمازه,İstimâze
1784,استماع,İstimâ'
1785,استمالة,İstimâle
